Company,Vehicle_ID,Type,Latitude,Longitude,Battery_Pct,Range_Miles,Is_Available,Is_Disabled,Is_Reserved
Veo,1021031,bicycle,39.885638,-82.930283,,22.7,True,False,False
Veo,5333a468-7c75-52c3-aeca-8c3ab6cb64d0,scooter,40.003117,-82.998445,,25.65,True,False,False
Veo,bb3b0f11-af8d-5c0b-afcd-a2a5d40fddcd,bicycle,39.996868,-83.002034,,12.52,True,False,False
Veo,3f3d3185-9b4a-5bed-b32b-98f8702b6d20,bicycle,40.0005,-82.986342,,28.14,True,False,False
Veo,20a9c98a-00ac-5807-9114-3c3b2a04b35f,bicycle,39.957426,-83.012077,,28.14,True,False,False
Veo,de224cb2-8132-5b43-92b6-5b77ae119e66,bicycle,39.961005,-82.885481,,11.83,True,False,False
Veo,2d608597-00f9-563f-9fab-d7242bf620c5,scooter,40.029932,-82.962918,,8.09,True,False,False
Veo,5c559077-daeb-599c-847c-13cb1fce2507,bicycle,40.003916,-83.010997,,25.34,True,False,False
Veo,c0cee3be-2fc6-59c3-b96a-304401b36403,bicycle,39.944348,-82.886593,,13.64,True,False,False
Veo,1020798,scooter,39.961856,-83.000122,,28.14,True,False,False
Veo,4c179c8c-971f-5f03-b097-edd04b34b213,bicycle,39.953804,-83.051754,,14.17,True,False,False
Veo,cf5e4503-687e-5ec4-9d76-23d3d1f6fe1f,bicycle,39.98971,-83.009338,,28.14,True,False,False
Veo,c10ab980-ea93-5907-80cc-53c9e3e12b42,bicycle,39.956474,-82.99357,,14.43,True,False,False
Veo,28a6f460-7c8e-5096-a9aa-43e0a1e996de,scooter,40.032995,-83.000762,,26.25,True,False,False
Veo,87d3dd81-eef5-5bd8-b745-5b0d12c1f901,bicycle,39.977911,-83.010564,,27.44,True,False,False
Veo,f67172d0-bb7e-5bd4-85f8-7766327ab74a,bicycle,40.103747,-83.110318,,28.14,True,False,False
Veo,ca24f55c-c9f6-57db-9b6e-c875b61b44a2,bicycle,40.006452,-83.044836,,28.14,True,False,False
Veo,356a5205-e103-5d3d-98c5-2b9afebe5894,bicycle,39.955692,-83.016794,,12.07,True,False,False
Veo,7eed2d49-28eb-5443-b01e-6e69a09f8337,scooter,39.945906,-83.074489,,25.65,True,False,False
Veo,f47369b9-e188-53da-a42f-37a1ed87a970,scooter,40.000721,-83.003078,,12.63,True,False,False
Veo,5d3cd896-511c-5cef-8620-12afc3815854,scooter,39.991485,-83.008992,,5.27,True,False,False
Veo,cc0cc227-a9b3-5a17-8adc-b1dfdb7cc596,scooter,40.016545,-82.968777,,13.1,True,False,False
Veo,99a2f258-2c2d-5fbf-9ea8-bff10cacc2ce,scooter,39.954958,-82.934757,,15.45,True,False,False
Veo,00f0cd08-9201-5c94-8457-f28423cb3874,scooter,40.121517,-83.108494,,28.14,True,False,False
Veo,a7c4f178-e324-56f0-96cf-7835d6d50e8a,scooter,40.000629,-83.021066,,16.39,True,False,False
Veo,e2eb3099-af1e-58f6-8730-79194ceceec4,scooter,39.937313,-82.996522,,6.07,True,False,False
Veo,861cae57-e2bb-5366-a9f5-e003325be0a2,scooter,39.965878,-83.001329,,28.14,True,False,False
Veo,a938cea3-c3f9-50fc-909c-33b904aacaae,scooter,39.955943,-82.94523,,27.77,True,False,False
Veo,e2642c62-1bfe-5f5a-9ef8-712d5f7a96ab,scooter,39.948952,-83.04474,,1.56,False,False,True
Veo,507a774a-2410-5e28-a36b-b187a3abbe13,scooter,39.986946,-83.039503,,25.34,True,False,False
Veo,4fdfd27a-0a5a-5a7d-9cfd-4c1c21d5e051,bicycle,39.988802,-83.032974,,22.7,True,False,False
Veo,b7dc6d63-b41e-59cb-9324-5e477158b0cb,scooter,39.935019,-82.992869,,11.11,True,False,False
Veo,d747d5e9-afa4-5b2b-82ae-de1892e80ded,scooter,40.002791,-82.970073,,24.84,True,False,False
Veo,9063c451-f50c-552c-9689-0e2963ed1177,scooter,39.96154,-83.034829,,23.33,True,False,False
Veo,2bbd964b-1668-5319-aa27-c958cbe17a9e,scooter,40.015889,-82.980513,,28.14,True,False,False
Veo,e6fddf60-9775-5c3e-8d64-76b49058f92c,scooter,39.959735,-83.008496,,20.37,True,False,False
Veo,d3b03ad3-3f61-5557-85dd-51a23bf47ff6,scooter,40.006551,-82.977261,,24.06,True,False,False
Veo,56ff9e9e-1222-5320-b924-989dad4d066b,scooter,40.109047,-83.015415,,9.65,True,False,False
Veo,a8121765-55ae-5029-851c-76f1ecc8e2c3,scooter,39.963377,-82.955962,,25.74,True,False,False
Veo,e1ae773a-a51c-5ec6-ac11-397c7a27183b,scooter,40.057127,-82.906008,,15.45,True,False,False
Veo,bb20b22d-772b-582e-82f6-a89ff433f61d,scooter,39.95078,-82.971387,,16.39,True,False,False
