Company,Vehicle_ID,Type,Latitude,Longitude,Battery_Pct,Range_Miles,Is_Available,Is_Disabled,Is_Reserved
Veo,1021103,bicycle,40.014692,-83.000234,,28.14,True,False,False
Veo,61931328-b5e0-5044-bd9c-47009ead1796,bicycle,39.92732,-82.987162,,9.02,True,False,False
Veo,80c51404-d3c1-561c-92c3-696557dff96e,bicycle,40.037701,-82.99951,,28.14,True,False,False
Veo,18b5a803-9417-5132-a517-e6bf83abe582,scooter,39.994972,-83.010408,,21.49,True,False,False
Veo,63dda23b-dc31-5d9d-a329-724fcbe0b6a7,bicycle,40.001979,-83.001145,,19.39,True,False,False
Veo,ef9aa28c-a477-5a29-9bd3-7e6023d58e87,bicycle,40.000788,-82.978656,,9.97,True,False,False
Veo,c4cc75ab-8a34-53ca-ace3-24bfe66bf5e6,bicycle,39.971315,-83.002609,,14.61,True,False,False
Veo,f6467e24-a07e-5cbf-a9af-d5b288aed658,bicycle,40.029183,-82.988833,,27.44,True,False,False
Veo,c04adf29-fc04-5766-a561-56696a49ea0b,bicycle,40.101578,-83.115567,,19.39,True,False,False
Veo,dd5278f6-b150-5eca-9ee3-71e3610c3189,scooter,39.967788,-83.012533,,10.31,True,False,False
Veo,7aaa51d5-d9e8-572b-b8fd-1d51532df2f1,bicycle,40.01821,-83.017187,,28.14,True,False,False
Veo,92f6fa91-6678-5646-a46b-e52df8ac2c3f,bicycle,40.009685,-83.026872,,3.13,True,False,False
Veo,8698667f-d34a-52a9-882b-936dbd59297c,bicycle,39.960792,-82.983528,,16.39,False,False,True
Veo,58da5127-8c67-5886-8723-2d3a266d943a,scooter,39.96299,-83.004264,,25.74,True,False,False
Veo,cde6e08a-a850-52a3-8eba-ccdbbc688acd,bicycle,39.973622,-83.006429,,28.01,True,False,False
Veo,723fe2ab-4ec3-55d1-88ef-4e44edc15aa3,bicycle,39.953566,-82.998085,,18.19,True,False,False
Veo,bbb2bd82-9492-597a-8690-152f5f843903,scooter,40.051988,-83.030246,,25.74,True,False,False
Veo,417331d9-a880-5f92-ac53-a5b9747bf248,bicycle,39.96485,-82.991545,,27.02,True,False,False
Veo,3221660f-6c8e-5d24-8d8d-68955b8c6aad,bicycle,40.001535,-82.998035,,28.14,True,False,False
Veo,c9a715d2-a192-56f1-bed7-d47447fc0b82,bicycle,40.066434,-83.08853,,16.39,True,False,False
Veo,bbd4cbbb-bf4f-548e-871e-54640b0cd298,bicycle,39.972045,-83.00345,,2.12,True,False,False
Veo,92a3dab0-4352-5ae1-98fb-1cc55bc3136b,bicycle,39.954215,-82.967679,,28.14,True,False,False
