Company,Vehicle_ID,Type,Latitude,Longitude,Battery_Pct,Range_Miles,Is_Available,Is_Disabled,Is_Reserved
Veo,8f08da2a-da23-5122-879b-94fc0df01b8b,bicycle,39.949957,-82.959169,,22.05,True,False,False
Veo,5aa763f0-347d-5f6a-bde1-c396a2d5f3cd,bicycle,40.00455,-83.012683,,14.61,True,False,False
Veo,78a33724-b973-5c2c-8b92-baa5fdb82a2e,scooter,39.995385,-83.000643,,27.77,True,False,False
Veo,5d6c0b8e-f1d3-5cb1-a431-9a92a1d5acea,scooter,40.10241,-83.110663,,21.77,True,False,False
Veo,2008759,bicycle,39.956151,-82.951871,,25.74,False,False,True
Veo,2008114,scooter,39.95611,-82.945224,,28.14,True,False,False
Veo,a6a5af33-db5e-5182-a0a9-82e265c14038,scooter,39.989181,-83.001719,,27.02,True,False,False
Veo,2008105,scooter,40.101046,-83.108176,,28.14,True,False,False
Veo,2008226,scooter,40.011967,-82.96854,,28.14,True,False,False
Veo,99291f3a-e02c-58f0-873c-81171685d1c8,bicycle,40.023595,-83.030401,,26.78,True,False,False
Veo,a5441e44-283f-5830-8002-4675f2f93467,bicycle,40.012454,-83.026636,,8.43,True,False,False
Veo,9eea477a-ce4a-57d5-a25e-9dc55f1b102e,scooter,39.960008,-83.03331,,25.65,True,False,False
Veo,d4ac5f8f-b79d-5118-9105-05c433e58df4,bicycle,39.952744,-83.031912,,20.78,True,False,False
Veo,f48c81ad-faa4-564c-b022-d0f0e86154e5,scooter,40.006447,-83.022887,,19.05,True,False,False
Veo,d4b0e8b6-ee57-5ba3-9378-af12aabecc99,bicycle,39.985117,-82.929497,,26.25,True,False,False
Veo,b913cf6f-2fb4-5114-9b9c-b6e48ab3f209,scooter,39.989413,-83.066661,,13.64,True,False,False
Veo,902a6e20-834d-510c-a589-5110f0f4af28,bicycle,40.013421,-83.007593,,28.14,True,False,False
Veo,86e57889-fea3-5984-b874-e9c48f01ede0,scooter,39.994386,-83.000602,,26.25,True,False,False
Veo,e18a33f7-73a7-51e4-9baa-db4bdf2b6e04,bicycle,40.004615,-83.01433,,24.06,True,False,False
Veo,771e4061-945b-5548-9959-20b3d081f7f2,scooter,39.980065,-82.996501,,6.98,True,False,False
Veo,0f875f3d-0ba7-5114-b22f-76eeda978758,bicycle,39.979,-82.995722,,12.87,True,False,False
Veo,a15cd9db-595c-5e8b-899e-37917a14540f,bicycle,39.956257,-82.956528,,26.25,True,False,False
Veo,54946dd2-d72b-5556-bd1f-1715b404533e,bicycle,40.010839,-83.047578,,10.51,True,False,False
Veo,396f6dcb-3928-5c42-9c2c-5129c7079685,bicycle,39.92695,-83.055535,,28.14,True,False,False
Veo,1987b11e-d888-584b-90fc-905562e2e653,bicycle,39.973074,-82.993359,,28.14,True,False,False
Veo,53d37fb9-b618-5e91-846a-88869fbb974f,scooter,39.948539,-82.9588,,28.01,True,False,False
Veo,ff3ee2ce-7b37-5f63-a945-09f131b05c84,scooter,39.993554,-82.98112,,28.14,True,False,False
Veo,21b15e92-d022-5764-928b-5e787dab0908,scooter,40.01407,-82.999963,,21.77,True,False,False
Veo,293dba59-5670-5199-9481-92e026ec8158,bicycle,40.006236,-83.009466,,17.37,True,False,False
Veo,025d60ac-b5f7-5290-b1d7-af2b604d6afe,bicycle,40.000941,-83.021951,,11.11,True,False,False
Veo,74f0be8b-1297-5b38-8fba-756c730b4aab,bicycle,39.942369,-82.982335,,11.11,True,False,False
Veo,637a8044-52df-56ae-b489-d5e58f40d434,scooter,39.964605,-83.002173,,26.25,True,False,False
Veo,1e5baccb-e4b4-5230-8c2f-13fe1e2c7f63,scooter,40.015211,-82.97947,,28.14,True,False,False
Veo,1b981633-3ba3-5ac7-8492-2427fc1cce4a,bicycle,39.98522,-83.005436,,16.39,True,False,False
Veo,93139de0-6957-5ebf-a409-c788f7248dcb,bicycle,40.066858,-83.078143,,28.14,True,False,False
Veo,1125f5c4-48bb-5baa-afcd-df50c4e9a840,bicycle,39.976298,-83.010787,,28.14,True,False,False
Veo,c470d526-fe47-51d1-8043-d248575abcd1,bicycle,40.103304,-83.108711,,23.77,True,False,False
Veo,f916faf7-c195-5625-98dc-edf7faf620e0,scooter,39.991998,-82.998069,,14.17,True,False,False
Veo,c5be6f26-ce91-590c-be63-7e5963180852,scooter,39.902996,-83.056855,,14.61,False,True,False
Veo,40d50de5-f072-562f-b04e-d0987d7e299f,bicycle,40.003908,-83.011181,,22.39,True,False,False
Veo,d1c83f88-83fb-5cca-90bc-f90f14c0b4b8,bicycle,39.955756,-83.016754,,19.05,True,False,False
Veo,64aec7f1-e312-5a4d-846f-18445c00c6bd,bicycle,39.946532,-83.054744,,6.98,True,False,False
Veo,c73ffb05-0665-5d28-b01c-4ca48a5f6fa0,bicycle,39.953233,-83.111969,,28.14,True,False,False
Veo,7221e049-832b-53da-8689-bcc7069d3c16,scooter,40.001044,-83.008425,,25.74,True,False,False
Veo,0fd10067-178d-59d3-bc33-ff7443ff87d7,bicycle,39.956307,-83.014869,,15.18,True,False,False
Veo,807bb1fa-c052-5c8a-8425-76e1850694f8,bicycle,40.005991,-83.01234,,24.06,True,False,False
Veo,0ac4ceb3-1347-50d2-81e5-be631458941c,bicycle,39.965987,-83.001076,,25.65,True,False,False
Veo,03dc06d5-2ce3-579b-8c47-d1f044fad8be,scooter,39.999152,-83.015875,,28.14,True,False,False
Veo,3c3b0d74-99fc-585d-8d15-63ec0133b856,bicycle,39.958076,-83.006514,,25.65,True,False,False
Veo,97db4ea1-338c-5124-908d-471795674e79,bicycle,39.991822,-83.021777,,25.34,True,False,False
Veo,c6603c5d-3534-578b-92e9-e89a4243ea87,bicycle,39.959526,-83.037702,,28.14,True,False,False
Veo,dd2911d2-ab8f-5dcc-9955-d74906817afd,scooter,40.014944,-83.010049,,28.14,True,False,False
Veo,79f5d210-b74b-5a17-b91f-3cc6da795c89,scooter,39.858272,-82.989707,,5.68,True,False,False
Veo,e96b96b5-f9e6-569d-9b99-f815922400fb,scooter,40.032588,-82.987864,,28.14,True,False,False
Veo,f8a29b51-330b-59f8-862f-8f4b9e5f5089,scooter,40.001264,-83.011918,,25.74,True,False,False
Veo,9ed610f0-9422-5ab0-9e83-9697d701baf8,scooter,39.989878,-82.989918,,28.14,True,False,False
Veo,a139daeb-eb87-5c4a-8647-95a5589f3c40,bicycle,39.993005,-83.007452,,24.06,True,False,False
Veo,a0120e3a-1a1c-50c7-bbdb-884c3862c4ae,bicycle,39.902882,-83.05696,,23.02,True,False,False
Veo,9f106707-759a-5374-88b2-3f4724f92a32,bicycle,40.025958,-82.95372,,6.07,True,False,False
Veo,6b21026c-107e-54bb-a812-be41b1dd6ce5,bicycle,39.956207,-82.956439,,28.14,True,False,False
Veo,ed41438b-e2f1-52a5-9897-8407c51315f7,scooter,39.938713,-82.979761,,24.84,True,False,False
Veo,f8dfd4f6-2793-528d-9c0d-07a8ca2032c7,scooter,40.059774,-82.961459,,24.06,True,False,False
Veo,d3167f62-2e66-5cba-a649-ed14c4b9bc5b,scooter,39.957962,-83.01367,,22.39,True,False,False
Veo,4157a9ed-845e-59ce-bce8-db1702bac602,scooter,39.946241,-82.878072,,25.94,True,False,False
Veo,6c8dfbf1-39ac-56b3-9a99-6eb264635550,scooter,40.052819,-82.962605,,22.39,True,False,False
Veo,00a00679-7ef5-5cd6-a281-8783605cc881,scooter,40.000143,-83.007615,,7.29,True,False,False
Veo,7e7c00a4-8b94-5339-93d7-931e18760d8f,scooter,39.994759,-83.005784,,27.77,True,False,False
Veo,360548a5-8a89-556d-99f0-ec704e46bbd0,bicycle,39.947886,-83.062962,,27.44,True,False,False
